"word","count"
"mmmmmnonmi","2"
"mmmmmnonli","2"
"mmmmmnonkh","2"
"mmmmmnonjh","1"
"mmmmnoonjh","1"
"mmmmnoonih","1"
"mmmmnonnih","1"
"mmmmnonmih","2"
"mmmmnonlih","2"
"mmmmnonkhh","1"
"mmmmnonkhg","1"
"mmmmnonjhg","1"
"mmmnoonjhg","1"
"mmmnoonihg","1"
"mmmnonnihg","1"
"mmmnonmihg","2"
"mmmnonlihg","2"
"mmmnonkhhg","1"
"mmmnonkhgg","1"
"mmmnonjhgg","1"
"mmnoonjhgf","1"
"mmnoonihgf","1"
"mmnonnihgf","1"
"mmnonmihgf","2"
"mmnonlihgf","2"
"mmnonkhhgf","1"
"mmnonkhggf","1"
"mmnonjhgge","1"
"mnoonjhgfe","1"
"mnoonihgfe","1"
"mnonnihgfe","1"
"mnonmihgfe","2"
"mnonlihgfe","2"
"mnonkhhgfe","1"
"mnonkhggfe","1"
"mnonjhggee","1"
"noonjhgfee","1"
"noonihgfef","1"
"nonnihgfef","1"
"nonmihgfef","2"
"nonlihgfef","2"
"nonkhhgfef","1"
"nonkhggfef","1"
"nonjhggeef","1"
"oonjhgfeef","1"
"oonihgfeff","1"
"onnihgfeff","1"
"onmihgfeff","1"
"onmihgfefe","1"
"onlihgfefe","2"
"onkhhgfefe","1"
"onkhggfefe","1"
"onjhggeefe","1"
"onjhgfeefe","1"
"onihgfeffe","1"
"nnihgfeffe","1"
"nmihgfeffe","1"
"nmihgfefee","1"
"nlihgfefee","2"
"nkhhgfefee","1"
"nkhggfefee","1"
"njhggeefee","1"
"njhgfeefee","1"
"nihgfeffee","2"
"mihgfeffee","1"
"mihgfefeee","1"
"lihgfefeee","2"
"khhgfefeee","1"
"khggfefeee","1"
"jhggeefeee","1"
"jhgfeefeee","1"
"ihgfeffeee","3"
"ihgfefeeee","2"
"ihgfefeeef","1"
"hhgfefeeef","1"
"hggfefeeef","1"
"hggeefeeef","1"
"hgfeefeeef","1"
"hgfeffeeef","3"
"hgfefeeeef","2"
"hgfefeeeff","2"
"ggfefeeeff","1"
"ggeefeeeff","1"
"gfeefeeeff","1"
"gfeffeeeff","3"
"gfefeeeeff","1"
"gfefeeeefe","1"
"gfefeeeffe","3"
"geefeeeffe","1"
"feefeeeffe","1"
"feffeeeffe","3"
"fefeeeeffe","1"
"fefeeeefee","1"
"fefeeeffee","3"
"eefeeeffee","2"
"effeeeffee","3"
"efeeeeffee","1"
"efeeeefeee","1"
"efeeeffeee","5"
"ffeeeffeee","9"
"feeeeffeee","3"
"feeeefeeee","7"
"feeeffeeee","14"
"eeeeffeeee","3"
"eeeefeeeee","18"
"eeeffeeeee","12"
"eeeffeeeef","4"
"eeefeeeeee","6"
"eeffeeeeee","16"
"eeffeeeefe","5"
"eefeeeeeee","6"
"effeeeeeee","15"
"effeeeefee","5"
"efeeeeeeee","7"
"ffeeeeeeee","54"
"ffeeeefeee","6"
"feeeeeeeee","57"
"eeeeeeeeee","551"
"ggeeeefeed","1"
"hgeeeefeed","2"
"hfeeeefeed","1"
"hfdeeefeed","1"
"gfeeeefeed","2"
"gedeeeeedd","1"
"gedeefeedd","1"
"gedeefeede","1"
"geeeefeede","3"
"feeeefeede","3"
"fdeeefeede","1"
"edeeeeedde","3"
"edeefeedde","1"
"edeefeedee","1"
"eeeefeedee","14"
"deeefeedee","1"
"deeeeeddee","1"
"deefeeddee","1"
"deefeedeee","1"
"eeefeedeee","7"
"eeeeeddeee","7"
"eefeeddeee","1"
"eefeedeeee","8"
"eeeeddeeee","7"
"efeeddeeee","1"
"efeedeeeee","6"
"efeedeeeef","2"
"eeeddeeeef","1"
"feeddeeeef","1"
"feedeeeeef","6"
"feedeeeeff","1"
"feedeeeefg","1"
"eeddeeeefg","2"
"eedeeeeefg","6"
"eedeeeeffg","1"
"eedeeeefgg","1"
"eddeeeefgg","2"
"edeeeeefgg","1"
"edeeeeefgf","5"
"edeeeeffgf","1"
"edeeeefggf","1"
"ddeeeefggf","3"
"deeeeefggf","1"
"deeeeefgff","3"
"deeeeefgfe","2"
"deeeeffgfe","1"
"deeeefggfe","3"
"eeeeefggfe","1"
"ddedeeddcd","1"
"ddedeedccd","2"
"deededdccd","1"
"deddeddccd","8"
"dedeeddcdd","1"
"dedeedccdc","2"
"eededdccdc","1"
"eddeddccdc","6"
"edeeddcddc","1"
"edeedccdcd","2"
"ededdccdcd","1"
"ddeddccdcd","5"
"ddeddccdce","1"
"deeddcddce","1"
"deedccdcde","2"
"deddccdcde","6"
"deddccdcee","1"
"eeddcddcee","1"
"eedccdcdee","2"
"eddccdcdee","1"
"eddccdcded","5"
"eddccdceed","1"
"eddcddceed","1"
"edccdcdeed","2"
"ddccdcdeed","1"
"ddccdcdedd","6"
"ddccdceedd","1"
"ddcddceedd","1"
"dccdcdeedd","3"
"dccdcdeddd","1"
"dccdcdedde","4"
"dccdceeddd","1"
"dcddceeddd","1"
"ccdcdeeddd","3"
"ccdcdedddd","1"
"ccdcdedded","1"
"ccdcdeddec","3"
"ccdceedddc","1"
"cddceedddd","1"
"cdcdeedddd","3"
"cdcdeddddd","1"
"cdcdeddede","1"
"cdcdeddece","3"
"cdceedddce","1"
"ddceedddde","1"
"dcdeedddde","3"
"dcdeddddde","1"
"dcdeddedee","1"
"dcdeddecee","3"
"dceedddcee","1"
"dceeddddee","1"
"cdeeddddee","3"
"cdedddddee","1"
"cdeddedeee","1"
"cdeddeceee","3"
"ceedddceee","1"
"ceeddddeee","1"
"deeddddeee","3"
"dedddddeee","1"
"deddedeeee","1"
"deddeceeed","3"
"eedddceeed","1"
"eeddddeeed","4"
"fhhgggfffg","1"
"ghhgggfffg","5"
"ghgggffffg","1"
"ghgggfffgg","3"
"hhgggfffgg","6"
"hgggffffgg","1"
"hgggfffggg","7"
"hgggfffggf","2"
"gggffffggf","3"
"gggfffgggf","3"
"gggfffggge","4"
"gggfffggfe","2"
"ggffffggfe","1"
"ggfffgggfe","3"
"ggfffgggee","4"
"ggfffggfee","2"
"gffffggfee","1"
"gfffgggfee","3"
"gfffgggeee","4"
"gfffggfeee","2"
"ffffggfeef","1"
"fffgggfeef","5"
"fffgggeeee","4"
"fffggfeefd","1"
"ffgggfeefd","3"
"ffgggeeeed","3"
"ffgggeeeec","1"
"ffggfeeeec","2"
"ffggfeefdc","1"
"fgggfeefdc","3"
"fgggeeeedc","3"
"fgggeeeecc","1"
"fggfeeeecc","2"
"fggfeefdcc","1"
"gggfeefdcc","1"
"gggfeefdcb","2"
"gggeeeedcb","3"
"gggeeeeccb","1"
"ggfeeeeccb","2"
"ggfeefdccb","2"
"ggfeefdcbb","1"
"ggfeefdcbc","1"
"ggeeeedcbc","3"
"ggeeeeccbc","1"
"gfeeeeccbd","2"
"gfeefdccbd","2"
"gfeefdcbbe","1"
"gfeefdcbce","1"
"geeeedcbce","1"
"geeeedcbcd","2"
"geeeeccbcd","1"
"feeeeccbdd","2"
"feefdccbdd","1"
"feefdccbdc","1"
"feefdcbbec","1"
"feefdcbcec","1"
"eeeedcbcec","1"
"eeeedcbcdc","2"
"eeeeccbcdc","1"
"eeeeccbddb","2"
"eefdccbddb","1"
"eefdccbdcb","1"
"eefdcbbecb","1"
"eefdcbcecb","1"
"eeedcbcecb","1"
"eeedcbcdcb","2"
"eeeccbcdcb","1"
"eeeccbddbb","2"
"efdccbddbb","1"
"efdccbdcbb","1"
"efdcbbecbb","1"
"efdcbcecbb","1"
"eedcbcecbb","1"
"eedcbcdcbb","2"
"eeccbcdcbb","1"
"eeccbddbbb","2"
"fdccbddbbb","1"
"fdccbdcbbc","1"
"fdcbbecbbc","1"
"fdcbcecbbc","1"
"edcbcecbbc","1"
"edcbcdcbbc","2"
"eccbcdcbbc","1"
"eccbddbbbc","2"
"dccbddbbbc","1"
"dccbdcbbcc","1"
"dcbbecbbcc","1"
"dcbcecbbcc","2"
"dcbcdcbbcc","2"
"ccbcdcbbcc","1"
"ccbddbbbcc","3"
"ccbdcbbccc","1"
"cbbecbbccc","1"
"cbcecbbccc","2"
"cbcdcbbccc","3"
"cbddbbbccc","3"
"cbdcbbcccb","1"
"bbecbbccca","1"
"bcecbbccca","2"
"bcdcbbccca","3"
"bddbbbccca","3"
"bdcbbcccba","1"
"becbbcccaa","1"
"cecbbcccaa","2"
"cdcbbcccaa","3"
"ddbbbcccaa","3"
"dcbbcccbaa","1"
"ecbbcccaaa","3"
"dcbbcccaaa","3"
"dbbbcccaaa","3"
"cbbcccbaaa","1"
"cbbcccaaaa","6"
"bbbcccaaaa","3"
"bbcccbaaaa","1"
"bbcccaaaaa","7"
"bbcccaaaab","2"
"bcccbaaaaa","1"
"bcccaaaaaa","7"
"bcccaaaaba","2"
"cccbaaaaaa","1"
"cccaaaaaaa","6"
"cccaaaaaab","1"
"cccaaaabaa","2"
"ccbaaaaaaa","1"
"ccaaaaaaaa","6"
"ccaaaaaaba","1"
"ccaaaabaaa","2"
"cbaaaaaaaa","38"
"caaaaaaaaa","26"
"caaaaaabaa","1"
"caaaabaaaa","1"
"caaaaaaaab","6"
"caaaabaaab","1"
"caaaaaaaad","1"
"baaaaaaaad","2"
"aaaaaaaaad","9"
"aaaaaabaae","1"
"aaaabaaaae","1"
"aaaaaaaaae","14"
"aaaaaaaabe","5"
"aaaabaaabe","1"
"eghhgfedee","1"
"ehhgffedee","2"
"ehhgfeedee","1"
"fhhgfeedee","3"
"ghhgfeedee","2"
"ghhgfeeeee","1"
"ghhgfedeee","1"
"hhgffedeee","2"
"hhgfeedeee","6"
"hhgfeeeeef","1"
"hhgfedeeef","1"
"hgffedeeef","2"
"hgfeedeeef","6"
"hgfeeeeeff","1"
"hgfedeeeff","1"
"gffedeeeff","2"
"gfeedeeefg","1"
"gfeedeeeff","5"
"gfeeeeefff","2"
"gfedeeefff","1"
"ffedeeefff","2"
"feedeeefgf","1"
"feedeeefff","5"
"feeeeefffg","2"
"fedeeefffg","3"
"eedeeefgfh","1"
"eedeeefffh","2"
"eedeeefffi","3"
"eeeeefffgi","1"
"edeeefffgi","3"
"edeeefgfhh","1"
"edeeefffhh","2"
"edeeefffih","3"
"eeeefffgig","1"
"deeefffgig","3"
"deeefgfhhf","1"
"deeefffhhf","2"
"deeefffihf","3"
"eeefffgigf","4"
"eeefgfhhff","1"
"eeefffhhff","2"
"eeefffihff","3"
"eefffgigff","2"
"eefffgigfe","2"
"eefgfhhffe","1"
"eefffhhffe","2"
"eefffihffe","2"
"eefffihfff","1"
"efffgigfff","2"
"efffgigfef","2"
"efgfhhffef","1"
"efffhhffef","2"
"efffihffef","2"
"efffihffff","1"
"fffgigffff","2"
"fffgigfeff","2"
"fgfhhffeff","1"
"fffhhffeff","2"
"fffihffeff","2"
"fffihfffff","1"
"ffgigfffff","2"
"ffgigfefff","2"
"gfhhffefff","1"
"ffhhffefff","2"
"ffihffefff","2"
"ffihffffff","1"
"fgigffffff","2"
"fgigfeffff","2"
"fhhffeffff","2"
"fhhffefffg","1"
"fihffefffg","2"
"fihffffffg","1"
"gigffffffg","2"
"gigfeffffg","1"
"gigfefffff","1"
"hhffefffff","2"
"hhffefffgf","1"
"ihffefffgf","2"
"ihffffffgf","1"
"igffffffgf","2"
"igfeffffgf","1"
"igfeffffff","1"
"hffeffffff","2"
"hffefffgff","3"
"hffffffgff","1"
"gffffffgff","2"
"gfeffffgff","1"
"gfefffffff","4"
"ffefffffff","7"
"ffefffgfff","3"
"ffffffgfff","7"
"feffffgfff","1"
"feffffffff","12"
"fefffgffff","3"
"fffffgffff","7"
"effffgffff","1"
"efffffffff","47"
"efffgfffff","3"
"ffffgfffff","5"
"ffffgffffg","3"
"fffffffffg","13"
"fffgfffffg","4"
"fffgffffgg","3"
"ffffffffgg","3"
"ffffffffgf","10"
"ffgfffffgf","4"
"ffgffffggf","4"
"fffffffggf","2"
"fffffffgff","5"
"fffffffgfg","6"
"fgfffffgfg","4"
"fgffffggfg","3"
"ffffffggfg","2"
"ffffffgffg","1"
"ffffffgfgg","4"
"gfffffgfgg","1"
"gfffffgfgf","4"
"gffffggfgf","3"
"fffffggfgf","2"
"fffffgffgf","5"
"fffffgfggf","4"
"fffffgfgff","5"
"ffffggfgff","5"
"ffffgffgff","4"
"ffffgfggff","2"
"ffffgfgfff","4"
"ffffgfgffe","2"
"fffggfgffe","4"
"fffgffgffe","1"
"fffgfggffe","2"
"fffgfgfffe","1"
"fffgfgffee","2"
"ffggfgffee","4"
"ffgffgffee","1"
"ffgfggffee","2"
"ffgfgfffee","1"
"ffgfgffeed","1"
"ffgfgffeee","1"
"fggfgffeed","2"
"dccbcccccc","1"
"dcbbcccccc","5"
"dcbccccccc","4"
"ccbccccccc","1"
"cbbccccccd","12"
"cbcccccccd","5"
"bbccccccdd","36"
"bbccccccde","3"
"bcccccccde","2"
"bcccccccdf","3"
"bccccccddf","2"
"bccccccdef","3"
"cccccccdef","1"
"cccccccdee","1"
"cccccccdfe","3"
"ccccccddfe","2"
"ccccccdeff","1"
"ccccccdefe","3"
"ccccccdeee","1"
"ccccccdfee","3"
"cccccddfee","2"
"cccccdeffe","1"
"cccccdefee","3"
"cccccdeeee","1"
"cccccdfeee","3"
"ccccddfeee","1"
"ccccddfeef","1"
"ccccdeffef","1"
"ccccdefeef","2"
"ccccdefeed","1"
"ccccdeeeed","1"
"ccccdfeeed","2"
"ccccdfeeee","1"
"cccddfeeee","1"
"cccddfeefe","1"
"cccdeffefe","1"
"cccdefeefe","2"
"cccdefeedg","1"
"eahhikkkll","1"
"daghikkkll","1"
"dbghijklll","1"
"dbgiijklll","1"
"dcfijjklll","1"
"ccfijjllll","1"
"cdgijjklll","1"
"begijjklll","1"
"bfgijkklll","1"
"aggikkklll","1"
"ahhikkkllm","1"
"aghikkkllm","1"
"bghijklllm","1"
"bgiijklllm","1"
"cfijjklllm","1"
"cfijjllllm","1"
"dgijjklllm","1"
"egijjklllm","1"
"fgijkkllln","1"
"ggikkkllln","1"
"hhikkkllmn","1"
"ghikkkllmn","1"
"ghijklllmn","1"
"giijklllmn","1"
"fijjklllmn","1"
"fijjllllmn","1"
"gijjklllmn","2"
"gijkklllnn","1"
"gikkklllnn","1"
"hikkkllmnn","2"
"hijklllmnn","1"
"iijklllmnn","1"
"ijjklllmnn","3"
"ijjllllmnn","1"
"ijkklllnnn","1"
"ikkklllnnm","1"
"ikkkllmnnm","2"
"ijklllmnnm","2"
"jjklllmnnm","3"
"jjllllmnnm","1"
"jkklllnnnm","1"
"kkklllnnmm","1"
"kkkllmnnmm","2"
"jklllmnnmm","3"
"jllllmnnmm","1"
"jklllmnnml","2"
"kklllnnnml","1"
"kklllnnmml","1"
"kkllmnnmml","2"
"klllmnnmmk","3"
"llllmnnmmk","1"
"klllmnnmlk","2"
"klllnnnmlk","1"
"klllnnmmlk","1"
"kllmnnmmlk","1"
"kllmnnmmlj","1"
"lllmnnmmkj","4"
"lllmnnmlkj","2"
"lllnnnmlki","1"
"lllnnmmlki","1"
"llmnnmmlki","1"
"llmnnmmlji","1"
"llmnnmmkji","2"
"kkkjkmllll","1"
"kkjjkmllll","1"
"jkjjlmllll","3"
"jkjjmmllll","1"
"jkjkmmllll","2"
"kkjkmmllll","2"
"kkjkmlllll","1"
"kjjkmlllll","1"
"kjjlmllllm","3"
"kjjmmllllm","1"
"kjkmmllllm","4"
"kjkmlllllm","1"
"jjkmllllll","1"
"jjlmllllml","3"
"jjmmllllml","1"
"jkmmllllml","4"
"jkmlllllml","1"
"jkmlllllll","1"
"jlmllllmll","4"
"jmmllllmll","1"
"kmmllllmll","1"
"kmmllllmlm","3"
"kmlllllmlm","1"
"kmlllllllm","1"
"lmllllmllm","3"
"mmllllmllm","2"
"mmllllmlmm","3"
"mlllllmlmm","2"
"mlllllllmm","1"
"mllllmllmm","5"
"mllllmlmmm","3"
"lllllmlmmm","1"
"lllllllmmm","1"
"llllmllmmm","5"
"llllmlmmmm","4"
"llllllmmmm","11"
"lllmllmmmm","5"
"lllmlmmmmm","4"
"lllllmmmmm","11"
"llmllmmmmm","6"
"llmlmmmmml","4"
"llllmmmmml","7"
"lmllmmmmml","6"
"lmlmmmmmll","1"
"lmlmmmmmlm","3"
"lllmmmmmlm","3"
"mllmmmmmlm","2"
"mllmmmmmln","4"
"mlmmmmmlln","1"
"mlmmmmmlmn","2"
"mlmmmmmlmm","4"
"llmmmmmlmm","5"
"llmmmmmlnm","6"
"lmmmmmllnl","1"
"lmmmmmlmnl","2"
"lmmmmmlmml","3"
"lmmmmmlnml","7"
"mmmmmllnll","1"
"mmmmmlmnll","2"
"mmmmmlmmll","4"
"mmmmmlnmll","5"
"mmmmllnlll","1"
"mmmmlmnlll","3"
"mmmmlmmlll","3"
"mmmmlnmlll","5"
"mmmllnllll","1"
"mmmlmnllll","2"
"mmmlmmllll","3"
"mmmlnmllll","4"
"mmllnlllll","1"
"mmlmnlllll","2"
"mmlmmlllll","3"
"mmlnmlllll","4"
"mllnllllll","1"
"mlmnllllll","2"
"mlmmllllll","3"
"mlnmllllll","3"
"mlnmlllllk","1"
"llnllllllk","1"
"lmnllllllk","3"
"lmmllllllk","4"
"lnmllllllk","3"
"lnmlllllkk","1"
"lnllllllkl","1"
"mnllllllkl","3"
"mmllllllkl","4"
"nmllllllkl","4"
"nmlllllkkl","1"
"nllllllkll","2"
"nllllllklk","1"
"mllllllkll","8"
"mlllllkkll","6"
"llllllklll","48"
"llllllklkl","23"
"lllllkklll","25"
"lllllkllll","23"
"lllllklkll","12"
"lllllklllk","35"
"llllkklllk","2"
"llllkllllk","8"
"llllklkllk","5"
"llllklllkk","20"
"llllklllkl","16"
"lllkklllkl","6"
"lllkllllkm","2"
"lllklkllkm","2"
"lllklllkkm","3"
"lllklllklm","3"
"llkklllklm","1"
"llkllllkmm","1"
"llklkllkmm","2"
"llkllllkml","1"
"llklllkkml","3"
"llklllklml","4"
"lkklllklml","1"
"lkllllkmmk","1"
"lklkllkmmk","1"
"lkllllkmlk","1"
"lklllkkmlk","3"
"lklllklmlk","4"
"kklllklmll","1"
"kllllkmmkl","1"
"klkllkmmkl","1"
"kllllkmlkl","1"
"klllkkmlkl","3"
"klllklmlkl","4"
"klllklmlll","1"
"llllkmmkll","1"
"lkllkmmkll","1"
"llllkmlkll","1"
"lllkkmlkll","3"
"lllklmlkll","5"
"lllklmllll","1"
"lllkmmklll","1"
"kllkmmklll","1"
"lllkmlklll","2"
"llkkmlklll","4"
"llklmlklll","3"
"llklmlllll","1"
"llkmmkllll","2"
"llkmlkllll","2"
"lkkmlkllll","3"
"lklmlkllll","5"
"lklmllllll","1"
"lkmmkllllm","2"
"lkmlkllllm","1"
"kkmlkllllm","3"
"klmlkllllm","1"
"klmlklllln","2"
"klmlllllln","1"
"kmmkllllmn","2"
"kmlkllllmn","4"
"lmlkllllmn","1"
"lmlkllllnn","2"
"lmllllllnn","1"
"mmkllllmnn","2"
"mlkllllmnn","3"
"mlkllllmnm","2"
"mlkllllnnm","2"
"mllllllnnm","2"
"mkllllmnnm","1"
"mkllllmnnl","1"
"lkllllmnnl","3"
"lkllllmnml","2"
"lkllllnnml","2"
"llllllnnml","1"
"kllllmnnml","1"
"kllllmnnll","4"
"kllllmnmll","2"
"kllllnnmlk","2"
"lllllnnmlk","1"
"llllmnnmlk","1"
"llllmnnllk","4"
"llllmnmllk","2"
"llllnnmlkk","3"
"lllmnnmlkk","1"
"lllmnnllkk","4"
"lllmnmllkk","2"
"lllnnmlkkk","3"
"llmnnmlkkk","1"
"llmnnllkkk","4"
"llmnmllkkk","2"
"llnnmlkkkk","3"
"lmnnmlkkkk","1"
"lmnnllkkkk","4"
"lmnmllkkkk","2"
"lnnmlkkkkk","3"
"mnnmlkkkkk","1"
"mnnllkkkkk","4"
"mnmllkkkkk","2"
"nnmlkkkkkk","4"
"nnllkkkkkk","6"
"nmllkkkkkk","3"
"nmlkkkkkkk","7"
"nllkkkkkkk","10"
"nllkkkkkkj","4"
"ijjkjhfffh","1"
"jjjkjhfffh","1"
"jjjkjhfgfh","1"
"jjjkjgfgfh","1"
"jjjkigfgfh","2"
"jjkkigfggh","1"
"jjkkiffggh","1"
"jjkjhffggh","1"
"jjkjhfffgh","1"
"jjkjhfffhh","2"
"jjkjhfgfhg","1"
"jjkjgfgfhg","1"
"jjkigfgfhg","2"
"jkkigfgghg","1"
"jkkiffgghg","1"
"jkjhffgghg","1"
"jkjhfffghg","1"
"jkjhfffhhf","2"
"jkjhfgfhgf","1"
"jkjgfgfhgf","1"
"jkigfgfhgf","2"
"kkigfgghgf","1"
"kkiffgghgf","1"
"kjhffgghgf","1"
"kjhfffghgf","1"
"kjhfffhhff","2"
"kjhfgfhgff","1"
"kjgfgfhgff","1"
"kigfgfhgff","2"
"kigfgghgff","1"
"kiffgghgff","1"
"jhffgghgff","1"
"jhfffghgff","1"
"jhfffhhfff","2"
"jhfgfhgfff","1"
"jgfgfhgfff","1"
"igfgfhgfff","2"
"igfgghgfff","1"
"iffgghgfff","1"
"meffhhhihg","1"
"mdffhhhihg","1"
"kdffhhhihg","1"
"jdffhhhihg","1"
"idffhhhihg","1"
"hdfghhhigf","1"
"fefghhiigf","1"
"eefghhiigf","1"
"eefghhihgf","1"
"eefhhhihgf","1"
"effhhhihgf","1"
"dffhhhihgf","4"
"dfghhhigff","1"
"efghhiigff","2"
"efghhihgff","1"
"efhhhihgff","1"
"ffhhhihgff","5"
"fghhhigfff","1"
"fghhiigfff","2"
"fghhihgfff","1"
"fhhhihgfff","6"
"ghhhigffff","1"
"ghhiigffff","1"
"ghhiigfffe","1"
"ghhihgfffe","1"
"hhhihgfffe","6"
"hhhigffffe","1"
"hhiigffffe","1"
"hhiigfffee","1"
"hhihgfffee","7"
"hhigffffee","1"
"hiigffffee","1"
"hiigfffeee","1"
"hihgfffeee","7"
"higffffeee","1"
"iigffffeee","1"
"iigfffeeef","1"
"ihgfffeeef","7"
"igffffeeef","2"
"igfffeeeff","1"
"hgfffeeeff","7"
"gffffeeeff","1"
"gffffeeefg","1"
"gfffeeeffg","7"
"gfffeeefff","1"
"ffffeeefff","10"
"ffffeeefgf","1"
"fffeeeffgf","7"
"fffeeeffff","11"
"fffeeefgff","1"
"ffeeeffgff","7"
"ffeeefffff","2"
"ffeeefgfff","1"
"feeeffgfff","7"
"feeeffffff","2"
"feeefgffff","1"
"eeeffgffff","7"
"eeefffffff","24"
"eeefgfffff","4"
"eeffgfffff","7"
"eeffffffff","22"
"eefgffffff","4"
"effgffffff","1"
"effgfffffe","6"
"effffffffe","2"
"efgffffffe","4"
"ffgfffffff","5"
"ffgfffffef","6"
"ffffffffef","2"
"fgffffffef","1"
"fgffffffff","1"
"fgfffffeff","2"
"highhhhhhh","2"
